place_id,place_name,city,latitude,longitude,category,distance_km,normal_eta_min,actual_eta_min,traffic_level
1247,Mall 1247,Bengaluru,12.906743,77.43172,Mall,10.54,20,25,Medium
1248,Airport 1248,Bengaluru,12.892457,77.632948,Airport,23.45,43,43,Low
1249,Hospital 1249,Hyderabad,17.239879,78.311618,Hospital,33.24,62,66,Medium
1250,Warehouse 1250,Kolkata,22.672971,88.37429,Warehouse,12.26,27,27,Low
1251,Hospital 1251,Delhi,28.472192,77.255641,Hospital,10.38,22,44,High
1252,Airport 1252,Kolkata,22.461156,88.437578,Airport,20.94,51,51,Low
1253,Airport 1253,Bengaluru,12.86432,77.674077,Airport,22.05,40,60,High
1254,Hospital 1254,Bengaluru,13.096192,77.616325,Hospital,15.22,34,34,Low
1255,Mall 1255,Delhi,28.607715,77.217555,Mall,22.42,36,41,Medium
1256,Warehouse 1256,Kolkata,22.40896,88.387723,Warehouse,6.68,12,12,Low
1257,School 1257,Pune,18.653692,74.026454,School,26.18,50,50,Low
1258,Metro Station 1258,Chennai,13.000438,80.156964,Metro Station,14.06,32,49,High
1259,Office 1259,Chennai,13.066659,80.345491,Office,21.13,32,32,Low
1260,Mall 1260,Kolkata,22.435477,88.264515,Mall,29.98,54,58,Medium
1261,Hospital 1261,Kolkata,22.44047,88.498318,Hospital,2.33,5,9,Medium
1262,School 1262,Bengaluru,13.025112,77.642366,School,34.64,59,59,Low
1263,Mall 1263,Delhi,28.482,77.352401,Mall,33.18,79,79,Low
1264,Mall 1264,Delhi,28.696872,77.129688,Mall,22.28,34,34,Low
1265,Airport 1265,Delhi,28.472219,77.297477,Airport,23.35,55,72,High
1266,School 1266,Hyderabad,17.499065,78.38613,School,30.58,65,71,Medium
1267,Hospital 1267,Delhi,,77.291732,Hospital,22.41,53,63,High
1268,Mall 1268,Hyderabad,17.27161,78.617147,Mall,31.67,50,50,Low
1269,Office 1269,Chennai,13.014358,80.409391,Office,33.07,56,60,Medium
1270,Metro Station 1270,Pune,18.428691,74.003987,Metro Station,21.67,34,48,High
1271,Airport 1271,Hyderabad,17.422186,78.442735,Airport,18.91,42,50,High
1272,Airport 1272,Bengaluru,12.881003,77.444694,Airport,26.96,58,58,Low
1273,School 1273,Chennai,13.097953,80.385272,School,1.46,5,14,High
1274,School 1274,Pune,18.500357,73.735432,School,7.88,16,16,Low
1275,Metro Station 1275,Delhi,28.629601,77.036635,Metro Station,9.29,19,19,Low
1276,Airport 1276,Bengaluru,12.842661,77.74298,Airport,11.09,0,36,High
1277,Hospital 1277,Bengaluru,13.123409,77.66099,Hospital,14.1,26,30,Medium
1278,School 1278,Mumbai,19.240328,72.799153,School,17.72,44,44,Low
1279,Office 1279,Bengaluru,12.807205,77.468997,Office,5.02,12,14,Medium
1280,Office 1280,Hyderabad,17.445218,78.415263,Office,21.39,47,50,Medium
1281,Mall 1281,Pune,18.47328,73.772244,Mall,30.76,54,59,Medium
1282,Warehouse 1282,Mumbai,19.132107,72.812992,Warehouse,27.82,66,66,Low
1283,Metro Station 1283,Hyderabad,17.245739,78.460583,Metro Station,28.09,70,79,High
1284,Mall 1284,Mumbai,19.034606,72.812654,Mall,4.08,10,10,Low
1285,Metro Station 1285,Hyderabad,17.25476,78.646551,Metro Station,34.08,72,85,High
1286,Metro Station 1286,Chennai,13.095737,80.173541,Metro Station,19.68,40,45,Medium
1287,Office 1287,Bengaluru,13.060982,77.667714,Office,15.34,32,52,High
1288,Mall 1288,Chennai,13.073313,80.138793,Mall,7.91,19,19,Low
1289,Airport 1289,Bengaluru,12.841766,77.58034,Airport,13.27,31,39,Medium
1290,Warehouse 1290,Pune,18.638416,73.696812,Warehouse,34.04,82,93,High
1291,Airport 1291,Chennai,13.250069,80.224506,Airport,24.93,47,66,High
1292,Airport 1292,Mumbai,18.952942,72.750579,Airport,20.77,41,62,High
1293,Airport 1293,Chennai,12.956598,80.156373,Airport,3.62,7,7,Low
1294,Hospital 1294,Mumbai,19.156121,72.857531,Hospital,18.93,46,60,High
1295,School 1295,Mumbai,19.113502,72.760189,School,10.75,18,18,Low
1296,Airport 1296,Chennai,13.158806,80.1836,Airport,29.31,64,69,Medium
1297,Office 1297,Kolkata,22.742924,88.37164,Office,25.12,48,51,Medium
1298,School 1298,Chennai,13.198802,80.442055,School,14.61,23,23,Low
1299,Warehouse 1299,Kolkata,22.623681,88.481711,Warehouse,28.76,57,57,Low
1300,Airport 1300,Chennai,12.930711,80.307848,Airport,22.99,39,41,Medium
1301,Mall 1301,Pune,18.416688,73.680652,Mall,9.14,15,15,Low
1302,Hospital 1302,Delhi,28.464514,77.234244,Hospital,7.86,19,31,High
1303,Office 1303,Bengaluru,13.144595,77.685205,Office,2.55,5,9,Medium
1304,Office 1304,Hyderabad,17.457956,78.341757,Office,11.69,22,22,Low
1305,School 1305,Hyderabad,17.416383,78.44426,School,4.43,10,18,High
1306,Warehouse 1306,Kolkata,22.711273,88.217485,Warehouse,10.86,18,18,Low
1307,Hospital 1307,Mumbai,18.953977,73.04462,Hospital,28.45,61,61,Low
1308,School 1308,Kolkata,22.675327,88.305947,School,23.15,56,71,High
1309,Office 1309,Delhi,28.51998,77.387923,Office,2.36,5,12,Medium
1310,Airport 1310,Kolkata,22.397979,88.459774,Airport,20.27,51,51,Low
1311,Office 1311,Delhi,28.540319,77.053538,Office,17.96,35,35,Low
1312,Mall 1312,Kolkata,22.48546,88.354274,Mall,4.03,7,15,Medium
1313,Warehouse 1313,Delhi,28.609673,77.15985,Warehouse,23.11,38,40,Medium
1314,Metro Station 1314,Delhi,28.565924,77.333141,Metro Station,30.14,73,76,Medium
1315,Mall 1315,Delhi,28.749093,230.0,Mall,24.19,49,49,Low
1316,School 1316,Kolkata,22.395459,88.491002,School,26.2,46,46,Low
1317,Metro Station 1317,Delhi,28.748597,77.269894,Metro Station,20.38,48,48,Low
1318,Metro Station 1318,Delhi,28.464796,77.29244,Metro Station,22.84,55,60,Medium
1319,Warehouse 1319,Hyderabad,17.563718,78.481766,Warehouse,7.78,14,18,Medium
1320,School 1320,Mumbai,19.237472,72.750085,School,4.89,10,16,Medium
1321,Mall 1321,Chennai,13.239825,80.220837,Mall,2.06,5,13,High
1322,Metro Station 1322,Hyderabad,17.357251,78.397446,Metro Station,2.84,7,7,Low
1323,Airport 1323,Chennai,13.159094,80.404364,Airport,3.35,6,6,Low
1324,Hospital 1324,Kolkata,22.714784,88.338172,Hospital,31.36,53,62,High
1325,Mall 1325,Pune,18.533182,73.958889,Mall,7.75,19,19,Low
1326,Metro Station 1326,Mumbai,19.097927,73.019461,Metro Station,32.03,66,74,Medium
1327,Airport 1327,Chennai,13.257792,80.428729,Airport,23.71,50,68,High
1328,Warehouse 1328,Mumbai,18.949095,73.008848,Warehouse,25.93,39,61,High
1329,Warehouse 1329,Bengaluru,13.131197,77.723216,Warehouse,14.82,30,45,High
1330,Metro Station 1330,Mumbai,19.248452,72.848963,Metro Station,33.96,54,73,High
1331,Warehouse 1331,Kolkata,22.742428,88.391561,Warehouse,21.43,37,37,Low
1332,Mall 1332,Bengaluru,13.103993,77.666354,Mall,1.55,5,11,Medium
1333,Metro Station 1333,Mumbai,19.084341,72.973129,Metro Station,14.95,28,34,Medium
1334,Hospital 1334,Bengaluru,12.986995,77.551963,Hospital,15.57,26,32,Medium
1335,School 1335,Pune,18.678045,74.002818,School,24.13,51,68,High
1336,Airport 1336,Bengaluru,12.970306,77.685222,Airport,4.05,6,6,Low
1337,Airport 1337,Kolkata,22.496966,88.335331,Airport,16.1,34,52,High
1338,Warehouse 1338,Chennai,13.244899,80.216921,Warehouse,19.75,32,40,Medium
1339,Metro Station 1339,Pune,18.482891,74.014962,Metro Station,31.87,68,76,Medium
1340,Hospital 1340,Pune,18.642254,73.96295,Hospital,10.64,25,37,High
1341,School 1341,Hyderabad,17.214449,78.591284,School,1.14,5,5,Low
1342,Warehouse 1342,Pune,18.685698,74.034118,Warehouse,28.88,61,71,High
1343,Office 1343,Chennai,13.191179,80.298727,Office,7.55,16,24,Medium
1344,School 1344,Chennai,12.95974,80.173849,School,34.23,57,61,Medium
1345,Warehouse 1345,Mumbai,19.199491,72.923535,Warehouse,18.14,39,39,Low
1346,Warehouse 1346,Delhi,28.44313,77.033154,Warehouse,6.41,12,21,High
1347,Office 1347,Pune,18.478066,73.943942,Office,1.95,5,5,Low
1348,Metro Station 1348,Chennai,13.225947,80.197592,Metro Station,22.47,42,60,High
1349,Warehouse 1349,Kolkata,22.486373,88.20253,Warehouse,25.69,59,59,Low
1350,Hospital 1350,Bengaluru,12.831535,77.748392,Hospital,1.79,5,14,High
1351,Airport 1351,Bengaluru,12.969528,77.544703,Airport,10.6,25,25,Low
1352,Hospital 1352,Pune,18.515546,73.901946,Hospital,4.42,10,15,Medium
1353,School 1353,Chennai,12.960697,80.198252,School,13.76,25,30,Medium
1354,School 1354,Chennai,13.260446,80.264908,School,22.46,53,66,High
1355,Office 1355,Kolkata,22.436374,88.4021,Office,1.17,5,27,High
1356,Airport 1356,Kolkata,22.433924,88.262005,Airport,18.4,30,43,High
1357,Hospital 1357,Delhi,28.53242,77.100726,Hospital,3.84,8,8,Low
1358,Mall 1358,Bengaluru,12.970089,77.599156,Mall,19.75,35,55,High
1359,Hospital 1359,Hyderabad,17.551274,78.343742,Hospital,6.88,15,22,Medium
1360,Warehouse 1360,Pune,18.49645,73.837317,Warehouse,11.59,27,42,High
1361,School 1361,Kolkata,22.547153,88.388071,School,28.74,61,67,Medium
1362,School 1362,Delhi,28.645173,77.13465,School,16.28,39,39,Low
1363,School 1363,Pune,18.456565,73.961423,School,12.98,20,40,High
1364,Hospital 1364,Delhi,28.547103,77.032468,Hospital,8.32,16,16,Low
1365,Airport 1365,Mumbai,19.219548,72.899891,Airport,12.18,24,37,High
1366,Mall 1366,Hyderabad,17.462856,78.647358,Mall,8.21,14,26,High
1367,Warehouse 1367,Pune,18.612632,73.791102,Warehouse,3.54,8,26,High
1368,Hospital 1368,Delhi,28.585545,77.073673,Hospital,2.69,5,5,Low
1369,Office 1369,Chennai,12.909121,80.37269,Office,21.1,37,39,Medium
1370,Airport 1370,Kolkata,22.715099,88.514392,Airport,10.67,25,30,Medium
1371,Mall 1371,Bengaluru,12.941028,77.522959,Mall,1.55,5,25,High
1372,Warehouse 1372,Delhi,28.654335,77.170598,Warehouse,14.61,30,34,Medium
1373,Metro Station 1373,Mumbai,19.030606,72.920172,Metro Station,29.85,74,76,Medium
1374,Hospital 1374,Bengaluru,13.039136,77.571446,Hospital,29.07,48,48,Low
1375,Airport 1375,Chennai,13.096221,80.092479,Airport,25.62,59,59,Low
1376,Warehouse 1376,Mumbai,19.236972,72.724715,Warehouse,9.83,22,22,Low
1377,School 1377,Delhi,28.766849,77.239043,School,27.92,52,62,High
1378,Hospital 1378,Bengaluru,12.940386,77.575441,Hospital,30.3,68,76,Medium
1379,Office 1379,Bengaluru,12.907488,77.677711,Office,9.18,18,30,High
1380,Airport 1380,Chennai,13.203495,80.177955,Airport,27.05,60,64,Medium
1381,School 1381,Mumbai,18.972491,72.93908,School,24.63,39,39,Low
1382,Warehouse 1382,Hyderabad,17.417588,78.496652,Warehouse,7.39,12,15,Medium
1383,Mall 1383,Pune,18.378438,73.723522,Mall,25.09,54,62,Medium
1384,Metro Station 1384,Delhi,28.501563,77.129022,Metro Station,30.51,61,69,Medium
1385,School 1385,Chennai,13.068643,80.129282,School,33.35,69,71,Medium
1386,Hospital 1386,Bengaluru,13.029879,77.577551,Hospital,31.4,53,53,Low
1387,Airport 1387,Delhi,28.614689,77.211854,Airport,3.86,7,21,High
1388,Metro Station 1388,Bengaluru,13.125687,77.484415,Metro Station,13.57,21,26,Medium
1389,Metro Station 1389,Chennai,13.058784,80.335918,Metro Station,21.2,43,43,Low
1390,Hospital 1390,Mumbai,18.991824,72.721405,Hospital,8.47,13,13,Low
1391,Mall 1391,Bengaluru,12.933039,77.49376,Mall,31.01,68,68,Low
1392,School 1392,Pune,18.569684,73.930807,School,17.84,30,33,Medium
1393,School 1393,Delhi,28.605533,77.138917,School,4.2,8,8,Low
1394,Hospital 1394,Mumbai,19.219953,72.74876,Hospital,11.71,18,18,Low
1395,School 1395,Bengaluru,12.819312,77.659113,School,15.55,24,28,Medium
1396,Airport 1396,Pune,18.654759,73.846825,Airport,12.97,26,41,High
1397,Warehouse 1397,Bengaluru,12.980697,77.47483,Warehouse,20.29,51,51,Low
1398,Warehouse 1398,Chennai,13.079338,80.216981,Warehouse,4.4,10,10,Low
1399,Mall 1399,Kolkata,22.519545,88.439557,Mall,17.54,33,54,High
1400,Warehouse 1400,Kolkata,22.433194,88.430782,Warehouse,30.14,72,87,High
1401,School 1401,Mumbai,19.253871,72.82629,School,6.03,12,12,Low
1402,Hospital 1402,Bengaluru,13.059571,77.484383,Hospital,26.19,65,76,High
1403,School 1403,Hyderabad,17.52872,78.468437,School,33.83,80,80,Low
1404,Hospital 1404,Kolkata,22.604693,88.524196,Hospital,31.95,59,63,Medium
1405,Mall 1405,Delhi,28.654352,77.185045,Mall,2.4,5,5,Low
1406,Office 1406,Hyderabad,17.45179,78.474574,Office,10.81,27,32,Medium
1407,Office 1407,Chennai,13.006474,80.378623,Office,22.21,48,52,Medium
1408,Metro Station 1408,Bengaluru,12.967412,77.416432,Metro Station,8.39,20,20,Low
1409,School 1409,Delhi,28.743144,77.268517,School,2.7,5,5,Low
1410,Office 1410,Pune,18.411222,73.887381,Office,33.43,74,74,Low
1411,Mall 1411,Bengaluru,13.03586,77.553647,Mall,2.09,5,5,Low
1412,Airport 1412,Hyderabad,17.361894,78.622036,Airport,32.29,68,71,Medium
1413,Office 1413,Pune,18.539942,73.785082,Office,24.23,41,41,Low
1414,Mall 1414,Bengaluru,13.073266,77.714787,Mall,32.52,64,78,High
1415,Hospital 1415,Bengaluru,12.920321,77.54211,Hospital,16.02,29,48,High
1416,Metro Station 1416,Hyderabad,17.356531,78.578808,Metro Station,16.68,40,42,Medium
1417,Mall 1417,Kolkata,22.716568,88.49991,Mall,20.73,39,39,Low
1418,Warehouse 1418,Bengaluru,13.066278,77.601083,Warehouse,5.28,11,16,Medium
1419,Airport 1419,Pune,18.460454,73.711764,Airport,2.86,7,7,Low
1420,Office 1420,Delhi,28.644362,77.212896,Office,24.48,58,60,Medium
1421,Airport 1421,Mumbai,18.945105,73.019919,Airport,7.97,13,28,High
1422,Warehouse 1422,Mumbai,19.070584,72.945299,Warehouse,11.23,20,20,Low
1423,Airport 1423,Bengaluru,12.880594,77.451899,Airport,6.2,15,15,Low
1424,Warehouse 1424,Bengaluru,12.937241,77.768371,Warehouse,16.09,25,37,High
1425,Hospital 1425,Pune,18.577337,73.721051,Hospital,9.85,21,42,High
1426,School 1426,Chennai,12.964179,80.357699,School,7.28,17,17,Low
1427,Hospital 1427,Kolkata,22.570067,88.424272,Hospital,17.34,31,33,Medium
1428,Metro Station 1428,Hyderabad,17.25834,78.408732,Metro Station,28.2,55,69,High
1429,Office 1429,Bengaluru,13.11316,77.637756,Office,1.37,5,12,Medium
1430,Mall 1430,Bengaluru,13.145031,77.543389,Mall,16.91,38,38,Low
1431,Warehouse 1431,Pune,18.525096,73.739519,Warehouse,8.17,20,34,High
1432,Mall 1432,Chennai,13.185911,80.190902,Mall,25.45,47,68,High
1433,School 1433,Pune,18.514548,74.02322,School,32.4,51,59,Medium
1434,School 1434,Kolkata,22.581756,88.230492,School,20.59,50,50,Low
1435,Office 1435,Delhi,28.450074,77.335731,Office,12.84,27,36,High
1436,Hospital 1436,Chennai,13.019217,80.174052,Hospital,23.62,47,47,Low
1437,Warehouse 1437,Pune,18.66169,73.948793,Warehouse,28.05,45,64,High
1438,Airport 1438,Hyderabad,17.231237,78.581507,Airport,21.8,35,35,Low
1439,School 1439,Kolkata,22.528546,88.539894,School,32.4,59,59,Low
1440,Office 1440,Kolkata,22.473779,88.451075,Office,7.65,15,15,Low
1441,Warehouse 1441,Hyderabad,17.431482,78.547417,Warehouse,28.49,48,56,High
1442,Airport 1442,Chennai,13.099469,80.116607,Airport,31.37,58,58,Low
1443,School 1443,Chennai,12.971149,80.165391,School,33.56,75,90,High
1444,Metro Station 1444,Pune,18.390034,73.700876,Metro Station,12.97,27,48,High
1445,School 1445,Hyderabad,17.391209,78.343029,School,30.72,64,67,Medium
1446,Hospital 1446,Hyderabad,17.543622,78.638718,Hospital,21.45,39,39,Low
1447,Metro Station 1447,Delhi,28.46082,77.236128,Metro Station,13.17,31,43,High
1448,Office 1448,Pune,18.591506,73.716615,Office,18.0,34,50,High
1449,Mall 1449,Hyderabad,17.325435,78.582005,Mall,2.02,5,16,High
1450,Hospital 1450,Chennai,13.231135,80.113138,Hospital,28.77,53,71,High
1451,Airport 1451,Hyderabad,17.21773,78.65988,Airport,31.75,70,90,High
1452,Office 1452,Hyderabad,17.545776,78.404083,Office,21.82,34,49,High
1453,Airport 1453,Bengaluru,12.963533,77.695955,Airport,17.88,31,31,Low
1454,Airport 1454,Chennai,13.12163,80.22728,Airport,1.9,5,5,Low
1455,School 1455,Mumbai,19.146359,72.852399,School,19.78,31,31,Low
1456,Office 1456,Hyderabad,17.337375,78.376412,Office,4.93,8,8,Low
1457,Airport 1457,Hyderabad,17.474091,78.626501,Airport,8.89,19,19,Low
1458,Office 1458,Pune,18.430372,73.697178,Office,2.56,6,25,High
1459,Hospital 1459,Bengaluru,13.027475,77.502528,Hospital,7.14,11,15,Medium
1460,Hospital 1460,Delhi,28.461396,77.366813,Hospital,14.53,31,40,High
1461,Metro Station 1461,Chennai,13.062375,80.199679,Metro Station,26.0,48,59,High
1462,Warehouse 1462,Delhi,28.530213,77.280198,Warehouse,10.95,24,46,High
1463,Airport 1463,Kolkata,22.493322,88.25718,Airport,12.79,24,24,Low
1464,Warehouse 1464,Chennai,13.03676,80.384597,Warehouse,8.84,20,29,High
1465,Airport 1465,Chennai,12.910364,80.391777,Airport,24.74,53,53,Low
1466,Mall 1466,Delhi,28.534373,77.248509,Mall,14.06,33,41,High
1467,Airport 1467,Hyderabad,17.271394,78.461891,Airport,14.08,22,25,Medium
1468,School 1468,Bengaluru,13.010746,77.736141,School,2.06,5,7,Medium
1469,Mall 1469,Pune,18.564151,73.988367,Mall,8.36,13,34,High
1470,School 1470,Pune,18.68329,74.01239,School,26.58,61,75,High
1471,Warehouse 1471,Delhi,28.620709,77.087518,Warehouse,16.76,35,55,High
1472,Metro Station 1472,Hyderabad,17.492852,78.649048,Metro Station,34.75,60,72,High
1473,Hospital 1473,Bengaluru,12.890337,77.511349,Hospital,11.06,23,40,High
1474,Warehouse 1474,Delhi,28.638539,77.144556,Warehouse,28.55,60,72,High
1475,Warehouse 1475,Delhi,28.447221,77.158141,Warehouse,16.09,24,24,Low
1476,Warehouse 1476,Mumbai,19.218936,72.896221,Warehouse,8.41,13,25,High
1477,Metro Station 1477,Bengaluru,12.969774,77.496471,Metro Station,9.77,22,22,Low
1478,Hospital 1478,Chennai,,80.273119,Hospital,23.3,40,48,High
1479,Office 1479,Hyderabad,17.56211,78.657802,Office,2.43,5,7,Medium
1480,School 1480,Bengaluru,12.830899,77.597098,School,19.38,30,33,Medium
1481,Office 1481,Bengaluru,13.087769,77.564349,Office,9.06,17,17,Low
1482,Metro Station 1482,Mumbai,19.016595,72.84463,Metro Station,5.86,11,19,Medium
1483,Mall 1483,Mumbai,19.028589,72.802414,Mall,33.04,59,61,Medium
1484,Office 1484,Chennai,13.160376,80.357836,Office,4.61,8,8,Low
1485,Office 1485,Pune,18.352136,73.938154,Office,12.7,22,39,High
1486,Warehouse 1486,Hyderabad,17.386259,78.513498,Warehouse,3.67,6,23,High
1487,School 1487,Kolkata,22.411115,88.353938,School,19.32,31,37,Medium
1488,Office 1488,Kolkata,22.720585,88.302226,Office,11.78,20,26,Medium
1489,Warehouse 1489,Pune,18.427177,73.940507,Warehouse,8.85,16,18,Medium
1490,Mall 1490,Hyderabad,17.379296,78.389626,Mall,12.97,26,26,Low
1491,Metro Station 1491,Pune,18.533942,73.956221,Metro Station,20.36,47,47,Low
1492,School 1492,Hyderabad,17.327966,78.349167,School,23.64,50,62,High
1493,Metro Station 1493,Hyderabad,17.483152,78.630654,Metro Station,34.43,71,93,High
1494,Airport 1494,Hyderabad,17.539845,78.574127,Airport,5.11,9,9,Low
1495,Warehouse 1495,Chennai,12.950356,80.402777,Warehouse,29.35,45,45,Low
1496,Metro Station 1496,Hyderabad,17.310621,78.427951,Metro Station,5.33,12,15,Medium
1497,Mall 1497,Pune,18.366951,74.008161,Mall,21.7,35,43,High
1498,Metro Station 1498,Hyderabad,17.376758,78.355158,Metro Station,16.29,38,58,High
1499,School 1499,Chennai,13.225116,80.304379,School,32.16,78,88,High
1500,School 1500,Delhi,28.694012,77.129548,School,16.42,30,46,High
1501,Airport 1501,Pune,18.663429,73.885438,Airport,11.11,20,20,Low
1502,Metro Station 1502,Pune,18.355496,74.016919,Metro Station,11.98,22,25,Medium
1503,Hospital 1503,Mumbai,18.931808,72.800225,Hospital,18.65,39,45,Medium
1504,Mall 1504,Bengaluru,13.129714,77.507994,Mall,17.55,30,33,Medium
1505,Warehouse 1505,Kolkata,22.467064,88.485864,Warehouse,32.43,70,70,Low
1506,Hospital 1506,Pune,18.628037,73.679099,Hospital,21.35,33,33,Low
1507,Warehouse 1507,Pune,18.603952,73.864222,Warehouse,13.56,24,24,Low
1508,Metro Station 1508,Pune,18.500386,73.832316,Metro Station,32.21,71,79,Medium
1509,Airport 1509,Delhi,28.723211,77.29694,Airport,34.76,78,78,Low
1510,School 1510,Chennai,13.129725,80.275324,School,12.12,24,24,Low
1511,Airport 1511,Pune,18.376558,73.930537,Airport,24.39,58,72,High
1512,Mall 1512,Kolkata,22.734306,88.409723,Mall,29.61,64,64,Low
1513,Hospital 1513,Chennai,12.998203,80.145216,Hospital,13.79,34,45,High
1514,Hospital 1514,Pune,18.372336,73.86257,Hospital,17.89,29,51,High
1515,School 1515,Mumbai,18.971077,72.761821,School,1.11,5,5,Low
1516,School 1516,Hyderabad,17.330533,78.497666,School,21.85,47,50,Medium
1517,Mall 1517,Chennai,13.12951,80.305923,Mall,30.75,67,67,Low
1518,Metro Station 1518,Kolkata,22.496018,88.53287,Metro Station,4.28,7,15,Medium
1519,Hospital 1519,Delhi,28.474773,77.279909,Hospital,15.45,26,44,High
1520,Hospital 1520,Mumbai,19.1434,72.708127,Hospital,29.56,70,76,Medium
1521,Office 1521,Delhi,28.711748,77.123178,Office,31.25,71,71,Low
1522,Metro Station 1522,Delhi,28.453568,77.203782,Metro Station,28.51,55,59,Medium
1523,Mall 1523,Chennai,13.108802,80.150653,Mall,28.83,52,63,High
1524,Warehouse 1524,Chennai,12.949218,80.285016,Warehouse,4.75,12,25,High
1525,Airport 1525,Mumbai,19.171765,72.720547,Airport,4.07,9,13,Medium
1526,Office 1526,Bengaluru,12.984452,77.7241,Office,13.31,23,23,Low
1527,Mall 1527,Chennai,13.1667,80.429105,Mall,31.96,59,59,Low
1528,Warehouse 1528,Bengaluru,13.076484,77.429823,Warehouse,26.67,54,54,Low
1529,Mall 1529,Delhi,28.531985,77.073511,Mall,8.82,20,20,Low
1530,Metro Station 1530,Pune,18.37097,73.7033,Metro Station,14.63,34,55,High
1531,School 1531,Mumbai,19.113754,72.752365,School,15.12,23,39,High
1532,Office 1532,Mumbai,19.012542,72.882148,Office,7.61,16,20,Medium
1533,Mall 1533,Bengaluru,12.961304,77.519446,Mall,16.6,27,34,Medium
1534,Hospital 1534,Bengaluru,12.973974,77.552267,Hospital,20.07,40,47,Medium
1535,School 1535,Hyderabad,17.367817,78.514737,School,33.35,75,82,Medium
1536,Metro Station 1536,Bengaluru,12.90342,77.466358,Metro Station,16.2,32,32,Low
1537,Airport 1537,Mumbai,18.985989,72.748579,Airport,20.07,34,34,Low
1538,Warehouse 1538,Kolkata,22.413816,88.36153,Warehouse,18.8,44,52,Medium
1539,Mall 1539,Hyderabad,17.408512,78.453052,Mall,12.49,21,40,High
1540,Mall 1540,Bengaluru,12.971534,77.760011,Mall,8.11,17,33,High
1541,Mall 1541,Chennai,13.260092,80.120016,Mall,25.1,51,59,Medium
1542,Metro Station 1542,Bengaluru,12.978778,77.458332,Metro Station,3.64,6,16,High
1543,Metro Station 1543,Chennai,13.191835,80.26609,Metro Station,2.33,5,5,Low
1544,Warehouse 1544,Mumbai,19.254468,72.956879,Warehouse,15.22,23,37,High
1545,Mall 1545,Mumbai,18.95574,72.802171,Mall,11.96,29,47,High
1546,Hospital 1546,Mumbai,19.06596,72.773522,Hospital,33.37,62,74,High
1547,School 1547,Delhi,28.691329,77.199593,School,34.87,85,101,High
1548,Metro Station 1548,Delhi,28.686427,77.100736,Metro Station,6.11,10,10,Low
1549,Office 1549,Bengaluru,12.847923,77.540763,Office,12.26,19,24,Medium
1550,Hospital 1550,Kolkata,22.688072,88.496414,Hospital,22.38,54,58,Medium
1551,School 1551,Kolkata,22.587366,88.421272,School,13.49,31,35,Medium
1552,Office 1552,Bengaluru,12.994518,77.460213,Office,4.5,8,8,Low
1553,Office 1553,Kolkata,22.605781,88.283706,Office,27.05,50,71,High
1554,School 1554,Pune,18.622411,74.032771,School,23.73,47,55,High
1555,Warehouse 1555,Bengaluru,12.908002,77.737143,Warehouse,5.98,10,18,High
1556,Hospital 1556,Bengaluru,12.900521,77.688203,Hospital,28.45,55,68,High
1557,Office 1557,Chennai,13.014934,80.278615,Office,13.83,26,31,Medium
1558,Airport 1558,Kolkata,22.492585,88.235338,Airport,29.63,73,94,High
1559,Office 1559,Hyderabad,17.405846,78.463449,Office,17.66,40,47,Medium
1560,Hospital 1560,Delhi,28.558457,77.181668,Hospital,30.45,72,72,Low
1561,Office 1561,Kolkata,22.463101,88.313857,Office,14.0,24,24,Low
1562,Airport 1562,Chennai,12.994054,80.422463,Airport,11.55,18,40,High
1563,Mall 1563,Kolkata,22.751066,88.437435,Mall,23.01,49,49,Low
1564,School 1564,Delhi,28.767827,77.388003,School,34.02,79,79,Low
1565,Metro Station 1565,Mumbai,19.092411,72.735099,Metro Station,6.91,16,23,Medium
1566,Airport 1566,Delhi,28.747429,77.076393,Airport,31.41,52,62,High
1567,Warehouse 1567,Hyderabad,17.240091,78.50257,Warehouse,2.91,6,6,Low
1568,Hospital 1568,Pune,18.645763,73.790633,Hospital,21.88,33,51,High
1569,Hospital 1569,Mumbai,19.041142,72.999278,Hospital,25.55,48,66,High
1570,Airport 1570,Mumbai,18.991989,72.759831,Airport,7.56,17,17,Low
1571,Mall 1571,Bengaluru,13.060458,77.716229,Mall,7.76,16,34,High
1572,Mall 1572,Bengaluru,13.092598,230.0,Mall,20.06,32,37,Medium
1573,Airport 1573,Hyderabad,17.3193,78.532285,Airport,32.21,54,54,Low
1574,Warehouse 1574,Bengaluru,12.820859,77.67534,Warehouse,27.82,48,48,Low
1575,Mall 1575,Chennai,13.1748,80.138485,Mall,22.84,55,74,High
1576,Metro Station 1576,Bengaluru,12.940634,77.715299,Metro Station,10.76,19,32,High
1577,Hospital 1577,Delhi,28.467168,77.156855,Hospital,34.3,60,60,Low
1578,Mall 1578,Delhi,28.495271,77.370879,Mall,18.78,44,65,High
1579,Metro Station 1579,Kolkata,22.517492,88.475827,Metro Station,19.29,33,33,Low
1580,Mall 1580,Pune,18.607927,73.773522,Mall,12.63,31,31,Low
1581,Warehouse 1581,Kolkata,22.434107,88.4209,Warehouse,9.78,19,19,Low
1582,Metro Station 1582,Chennai,13.13969,80.415159,Metro Station,16.89,31,31,Low
1583,School 1583,Delhi,28.585607,77.149496,School,22.4,0,53,Low
1584,Airport 1584,Mumbai,18.963018,72.70553,Airport,32.05,58,58,Low
1585,Office 1585,Pune,18.510886,73.764392,Office,21.18,46,53,Medium
