place_id,place_name,city,latitude,longitude,category,distance_km,normal_eta_min,actual_eta_min,traffic_level
2649,Airport 2649,Mumbai,19.046176,72.877521,Airport,13.66,23,39,High
2650,Mall 2650,Hyderabad,17.299372,78.500104,Mall,4.54,9,9,Low
2651,Mall 2651,Hyderabad,17.220329,78.446476,Mall,26.5,62,69,Medium
2652,Office 2652,Kolkata,22.505524,88.301725,Office,16.04,32,35,Medium
2653,Metro Station 2653,Mumbai,19.007885,72.966028,Metro Station,14.66,36,55,High
2654,Metro Station 2654,Kolkata,22.612385,88.441249,Metro Station,5.4,10,19,High
2655,Warehouse 2655,Hyderabad,17.453464,78.32307,Warehouse,7.09,12,12,Low
2656,Office 2656,Chennai,13.166486,80.428258,Office,19.08,44,46,Medium
2657,Warehouse 2657,Kolkata,22.553345,88.481038,Warehouse,30.44,48,65,High
2658,Office 2658,Hyderabad,17.394665,78.541308,Office,21.2,45,64,High
2659,School 2659,Kolkata,22.707666,88.335909,School,4.77,10,10,Low
2660,School 2660,Bengaluru,12.916821,77.485415,School,26.33,58,66,High
2661,Office 2661,Chennai,12.904086,80.318151,Office,7.58,14,22,Medium
2662,Warehouse 2662,Delhi,28.689422,77.365714,Warehouse,10.19,24,24,Low
2663,School 2663,Kolkata,22.630195,88.38714,School,32.45,76,76,Low
2664,Airport 2664,Kolkata,22.688749,88.456163,Airport,16.34,33,33,Low
2665,Warehouse 2665,Chennai,13.216649,80.310089,Warehouse,7.03,14,14,Low
2666,School 2666,Hyderabad,17.387037,78.5353,School,8.29,16,16,Low
2667,Office 2667,Mumbai,19.094774,73.045148,Office,7.02,14,17,Medium
2668,Airport 2668,Bengaluru,12.864005,77.495819,Airport,7.46,16,16,Low
2669,Hospital 2669,Kolkata,22.518358,88.251161,Hospital,23.88,56,56,Low
2670,Office 2670,Mumbai,19.233642,72.962762,Office,30.11,61,80,High
2671,Airport 2671,Mumbai,19.130231,72.849797,Airport,33.39,66,71,Medium
2672,School 2672,Mumbai,19.23236,72.885853,School,29.07,48,55,Medium
2673,School 2673,Pune,18.558812,74.021048,School,9.41,15,18,Medium
2674,Metro Station 2674,Bengaluru,13.00024,77.606567,Metro Station,24.62,46,60,High
2675,Office 2675,Chennai,13.1459,80.447343,Office,11.16,24,43,High
2676,School 2676,Pune,18.484131,73.81511,School,24.85,47,47,Low
2677,Office 2677,Chennai,12.97619,80.312727,Office,20.54,33,37,Medium
2678,Office 2678,Kolkata,22.549256,88.413026,Office,12.68,22,22,Low
2679,Metro Station 2679,Pune,18.348491,73.773222,Metro Station,11.13,18,35,High
2680,Hospital 2680,Hyderabad,17.480209,78.513374,Hospital,15.01,31,40,High
2681,Metro Station 2681,Hyderabad,17.315518,78.551398,Metro Station,20.12,41,41,Low
2682,Office 2682,Delhi,28.533188,77.372299,Office,24.31,57,61,Medium
2683,Warehouse 2683,Chennai,13.069036,80.194731,Warehouse,28.27,66,80,High
2684,Office 2684,Hyderabad,17.496034,78.345154,Office,12.67,24,40,High
2685,Mall 2685,Hyderabad,17.490241,78.3667,Mall,19.15,34,42,High
2686,Office 2686,Mumbai,19.19685,73.052871,Office,30.78,56,59,Medium
2687,Metro Station 2687,Chennai,13.101736,80.415323,Metro Station,33.68,52,52,Low
2688,Warehouse 2688,Bengaluru,12.97883,77.691862,Warehouse,7.09,14,27,High
2689,Office 2689,Bengaluru,12.806414,77.588288,Office,20.49,35,55,High
2690,Warehouse 2690,Mumbai,18.990288,73.00536,Warehouse,19.74,42,57,High
2691,Office 2691,Bengaluru,13.124764,77.575548,Office,15.14,36,38,Medium
2692,Airport 2692,Delhi,28.574436,77.273377,Airport,1.02,5,5,Low
2693,Office 2693,Bengaluru,12.897002,77.615465,Office,13.1,22,36,High
2694,Office 2694,Pune,18.663393,73.782608,Office,29.07,72,72,Low
2695,Office 2695,Hyderabad,17.212022,78.349293,Office,18.09,36,36,Low
2696,Hospital 2696,Hyderabad,17.432168,78.380156,Hospital,30.86,71,73,Medium
2697,School 2697,Delhi,28.77579,77.119743,School,2.62,5,5,Low
2698,Office 2698,Kolkata,22.593705,88.518385,Office,14.38,26,26,Low
2699,Mall 2699,Pune,18.620523,73.718758,Mall,11.23,17,17,Low
2700,Office 2700,Delhi,28.587069,77.093174,Office,15.83,31,53,High
2701,Hospital 2701,Pune,18.569073,73.914266,Hospital,21.71,40,40,Low
2702,Warehouse 2702,Hyderabad,17.399826,78.553204,Warehouse,9.79,18,18,Low
2703,Mall 2703,Delhi,28.739217,77.323401,Mall,8.58,17,26,High
2704,Hospital 2704,Kolkata,22.512486,88.309071,Hospital,1.21,5,8,Medium
2705,Hospital 2705,Bengaluru,13.058368,77.556579,Hospital,29.18,70,78,High
2706,Hospital 2706,Mumbai,19.066029,73.030029,Hospital,32.64,51,51,Low
2707,Hospital 2707,Mumbai,18.993452,72.929014,Hospital,33.98,68,88,High
2708,Hospital 2708,Mumbai,19.095492,72.759249,Hospital,12.78,23,36,High
2709,School 2709,Kolkata,22.701918,88.220405,School,6.79,16,19,Medium
2710,Office 2710,Bengaluru,12.811306,77.744445,Office,17.63,37,42,Medium
2711,Warehouse 2711,Kolkata,22.553965,88.294512,Warehouse,2.6,5,17,High
2712,Hospital 2712,Hyderabad,17.36281,78.497113,Hospital,22.71,42,45,Medium
2713,Warehouse 2713,Mumbai,18.93887,72.906709,Warehouse,11.06,26,41,High
2714,Warehouse 2714,Mumbai,19.113092,72.710893,Warehouse,16.62,29,51,High
2715,Metro Station 2715,Chennai,12.981098,80.120633,Metro Station,19.17,33,49,High
2716,Airport 2716,Pune,18.556715,73.742299,Airport,7.84,18,40,High
2717,Office 2717,Bengaluru,12.992054,77.541545,Office,18.2,43,51,Medium
2718,Metro Station 2718,Chennai,13.059226,80.204449,Metro Station,17.16,26,42,High
2719,Mall 2719,Bengaluru,13.091024,77.491174,Mall,5.16,11,11,Low
2720,School 2720,Delhi,28.47045,77.232229,School,17.41,40,40,Low
2721,Mall 2721,Bengaluru,12.928946,77.446144,Mall,24.31,41,45,Medium
2722,Metro Station 2722,Hyderabad,17.416986,78.33021,Metro Station,13.88,23,37,High
2723,Hospital 2723,Delhi,28.526403,77.164385,Hospital,28.66,47,47,Low
2724,Metro Station 2724,Pune,18.547442,73.961207,Metro Station,34.04,63,69,Medium
2725,Airport 2725,Mumbai,18.978035,72.703806,Airport,2.64,6,6,Low
2726,Warehouse 2726,Chennai,13.097209,80.238156,Warehouse,25.1,42,51,High
2727,Mall 2727,Kolkata,22.730238,88.463432,Mall,6.79,12,16,Medium
2728,Office 2728,Delhi,28.495351,77.356902,Office,21.91,43,58,High
2729,Warehouse 2729,Delhi,28.621064,77.369361,Warehouse,12.17,27,31,Medium
2730,Airport 2730,Mumbai,19.106171,72.960906,Airport,2.75,5,24,High
2731,School 2731,Kolkata,22.500326,88.378461,School,29.75,70,80,High
2732,Office 2732,Mumbai,19.105016,72.80543,Office,31.56,62,66,Medium
2733,Mall 2733,Delhi,28.612582,77.343586,Mall,27.86,64,64,Low
2734,Metro Station 2734,Kolkata,22.403287,88.374039,Metro Station,4.56,8,26,High
2735,Warehouse 2735,Delhi,28.522374,77.383986,Warehouse,29.86,48,50,Medium
2736,Warehouse 2736,Hyderabad,17.209088,78.602284,Warehouse,3.71,9,26,High
2737,Warehouse 2737,Mumbai,19.102229,73.002232,Warehouse,23.33,55,74,High
2738,Airport 2738,Pune,18.542099,73.829781,Airport,16.91,26,30,Medium
2739,Office 2739,Hyderabad,17.503461,78.419409,Office,8.51,19,19,Low
2740,Office 2740,Kolkata,22.669369,88.424717,Office,26.65,52,52,Low
2741,Hospital 2741,Chennai,13.109942,80.374115,Hospital,14.42,32,41,High
2742,Airport 2742,Bengaluru,13.146113,77.525255,Airport,33.59,68,68,Low
2743,Warehouse 2743,Mumbai,19.102628,72.94613,Warehouse,12.89,22,27,Medium
2744,Warehouse 2744,Delhi,,77.146986,Warehouse,28.12,66,75,High
2745,Mall 2745,Chennai,13.02627,80.341678,Mall,25.3,43,43,Low
2746,Office 2746,Pune,18.498753,73.754832,Office,7.99,18,21,Medium
2747,Office 2747,Delhi,28.521018,77.251726,Office,21.39,44,57,High
2748,Airport 2748,Mumbai,19.198959,72.852573,Airport,12.35,22,42,High
2749,School 2749,Delhi,28.743779,77.324348,School,16.31,28,35,Medium
2750,Office 2750,Chennai,12.944348,80.227439,Office,20.32,38,46,Medium
2751,Metro Station 2751,Chennai,13.230665,80.260453,Metro Station,21.86,47,63,High
2752,Metro Station 2752,Chennai,13.136756,80.238249,Metro Station,30.08,62,62,Low
2753,Hospital 2753,Delhi,28.526213,77.32312,Hospital,7.02,11,19,Medium
2754,Metro Station 2754,Mumbai,19.241204,72.814099,Metro Station,2.19,5,5,Low
2755,Mall 2755,Chennai,13.200865,80.106127,Mall,30.65,65,79,High
2756,Airport 2756,Delhi,28.610449,77.106038,Airport,7.42,15,15,Low
2757,Hospital 2757,Delhi,28.74795,77.123787,Hospital,15.27,29,37,Medium
2758,School 2758,Delhi,28.647012,77.314929,School,16.41,33,39,Medium
2759,Office 2759,Bengaluru,12.885246,77.686822,Office,20.55,32,37,Medium
2760,Warehouse 2760,Mumbai,18.958532,72.879736,Warehouse,22.31,49,66,High
2761,Warehouse 2761,Pune,18.654021,73.948284,Warehouse,32.91,66,74,Medium
2762,Airport 2762,Delhi,28.703402,77.192323,Airport,9.06,21,37,High
2763,Metro Station 2763,Pune,18.688821,73.966876,Metro Station,16.42,39,39,Low
2764,Airport 2764,Kolkata,22.671837,88.45954,Airport,26.76,63,63,Low
2765,Hospital 2765,Bengaluru,13.116013,77.597213,Hospital,33.2,69,77,Medium
2766,Office 2766,Chennai,13.166327,80.167902,Office,16.07,36,42,Medium
2767,Warehouse 2767,Delhi,28.692186,77.246815,Warehouse,16.28,38,40,Medium
2768,Airport 2768,Kolkata,22.741557,88.250964,Airport,7.56,18,26,Medium
2769,Metro Station 2769,Chennai,12.997008,80.326575,Metro Station,12.86,29,29,Low
2770,Warehouse 2770,Chennai,13.030896,80.256957,Warehouse,31.41,66,66,Low
2771,Mall 2771,Bengaluru,13.039808,77.716592,Mall,3.25,5,12,Medium
2772,Airport 2772,Delhi,28.736368,77.260569,Airport,8.31,15,26,High
2773,Office 2773,Bengaluru,12.843599,77.684835,Office,25.3,46,53,Medium
2774,Metro Station 2774,Kolkata,22.660587,88.537767,Metro Station,20.97,47,47,Low
2775,Office 2775,Pune,18.643513,73.962342,Office,7.96,13,15,Medium
2776,Mall 2776,Chennai,12.979735,80.241618,Mall,10.01,24,24,Low
2777,Office 2777,Bengaluru,12.946984,77.662115,Office,2.76,5,21,High
2778,Airport 2778,Chennai,13.137707,80.110893,Airport,1.41,5,10,Medium
2779,Warehouse 2779,Chennai,13.043433,80.379632,Warehouse,2.08,5,5,Low
2780,Hospital 2780,Mumbai,18.907224,72.819727,Hospital,20.42,35,35,Low
2781,Office 2781,Hyderabad,17.325074,78.593959,Office,2.02,5,8,Medium
2782,Airport 2782,Bengaluru,13.071929,77.650165,Airport,8.35,16,19,Medium
2783,Hospital 2783,Chennai,12.917552,80.274054,Hospital,4.71,10,10,Low
2784,School 2784,Bengaluru,13.088106,77.528437,School,17.85,30,32,Medium
2785,Warehouse 2785,Mumbai,19.101013,72.894677,Warehouse,26.28,60,65,Medium
2786,Metro Station 2786,Bengaluru,13.14557,77.466692,Metro Station,16.46,30,30,Low
2787,Warehouse 2787,Chennai,13.032497,80.124123,Warehouse,10.97,25,28,Medium
2788,Airport 2788,Hyderabad,17.476918,78.35779,Airport,12.64,22,22,Low
2789,School 2789,Mumbai,19.056588,73.001025,School,1.58,5,26,High
2790,Metro Station 2790,Chennai,13.127884,80.20439,Metro Station,1.77,5,23,High
2791,Hospital 2791,Chennai,13.010739,80.291289,Hospital,14.91,32,38,Medium
2792,Hospital 2792,Mumbai,19.090418,72.738001,Hospital,33.23,77,81,Medium
2793,Hospital 2793,Bengaluru,12.984929,77.746587,Hospital,4.61,10,10,Low
2794,Hospital 2794,Bengaluru,12.894393,77.632994,Hospital,19.38,37,45,Medium
2795,Metro Station 2795,Kolkata,22.544268,88.260902,Metro Station,17.28,33,88,Medium
2796,Airport 2796,Hyderabad,17.213509,78.576413,Airport,18.01,32,32,Low
2797,Warehouse 2797,Hyderabad,17.410879,78.48335,Warehouse,19.95,32,41,High
2798,Warehouse 2798,Kolkata,22.537919,88.449212,Warehouse,5.44,11,19,High
2799,Office 2799,Pune,18.640498,73.959452,Office,14.36,35,35,Low
2800,Mall 2800,Chennai,13.084201,80.132917,Mall,10.15,20,28,High
2801,Office 2801,Kolkata,22.700646,88.244442,Office,11.83,23,26,Medium
2802,Hospital 2802,Chennai,13.214539,80.220041,Hospital,25.71,56,66,High
2803,Airport 2803,Delhi,28.631376,77.164685,Airport,26.89,40,40,Low
2804,Mall 2804,Pune,18.380443,73.678439,Mall,25.29,48,65,High
2805,Office 2805,Kolkata,22.483364,88.33013,Office,27.12,56,65,High
2806,Airport 2806,Bengaluru,13.062669,77.640599,Airport,33.47,79,96,High
2807,Hospital 2807,Pune,18.639801,73.919071,Hospital,24.31,41,41,Low
2808,Office 2808,Pune,18.343606,73.962956,Office,16.63,37,51,High
2809,Mall 2809,Delhi,28.761407,77.182093,Mall,34.63,85,106,High
2810,Metro Station 2810,Delhi,28.736717,77.241215,Metro Station,2.38,5,5,Low
2811,School 2811,Delhi,28.734512,77.372113,School,9.47,0,15,Low
2812,Airport 2812,Bengaluru,12.991507,77.547577,Airport,31.0,56,73,High
2813,Mall 2813,Delhi,28.487929,77.035542,Mall,5.81,12,24,High
2814,Mall 2814,Mumbai,18.982102,72.846334,Mall,1.41,5,25,High
2815,Metro Station 2815,Bengaluru,12.893618,77.735205,Metro Station,13.75,29,35,Medium
2816,Warehouse 2816,Delhi,28.454982,77.078661,Warehouse,15.69,26,28,Medium
2817,School 2817,Mumbai,18.928977,72.880218,School,28.54,63,63,Low
2818,School 2818,Chennai,13.251233,80.144445,School,18.45,39,39,Low
2819,Hospital 2819,Hyderabad,17.299349,78.423614,Hospital,19.05,38,38,Low
2820,Metro Station 2820,Chennai,13.014866,80.433073,Metro Station,27.85,52,52,Low
2821,Mall 2821,Chennai,12.936792,80.368472,Mall,1.59,5,8,Medium
2822,Office 2822,Chennai,13.240477,80.316903,Office,12.29,25,39,High
2823,School 2823,Pune,18.661612,73.717892,School,12.76,19,26,Medium
2824,Airport 2824,Bengaluru,12.938623,77.433962,Airport,21.45,37,41,Medium
2825,Office 2825,Chennai,13.163126,80.35913,Office,18.76,37,37,Low
2826,Hospital 2826,Chennai,12.927412,80.122946,Hospital,20.31,51,51,Low
2827,School 2827,Bengaluru,13.056354,77.571281,School,33.18,74,76,Medium
2828,Hospital 2828,Delhi,28.695046,77.378432,Hospital,32.06,72,86,High
2829,School 2829,Delhi,28.740667,77.136944,School,31.39,78,78,Low
2830,Airport 2830,Pune,18.520119,73.944368,Airport,22.15,41,41,Low
2831,Hospital 2831,Mumbai,19.0219,73.043697,Hospital,11.51,27,38,High
2832,Metro Station 2832,Bengaluru,12.82816,77.65918,Metro Station,19.18,32,36,Medium
2833,Metro Station 2833,Pune,18.481514,73.82729,Metro Station,33.39,63,79,High
2834,Metro Station 2834,Pune,18.387208,74.030783,Metro Station,32.68,75,78,Medium
2835,Metro Station 2835,Kolkata,22.489642,88.408376,Metro Station,29.98,58,66,Medium
2836,Metro Station 2836,Hyderabad,17.335178,78.31984,Metro Station,23.52,49,49,Low
2837,Warehouse 2837,Bengaluru,12.836799,77.527355,Warehouse,11.31,23,33,High
2838,Warehouse 2838,Delhi,28.699911,77.165225,Warehouse,11.46,21,21,Low
2839,Airport 2839,Chennai,12.9937,80.356472,Airport,3.95,9,9,Low
2840,Hospital 2840,Delhi,28.671473,77.128508,Hospital,9.73,22,24,Medium
2841,School 2841,Delhi,28.611401,77.099403,School,27.06,43,43,Low
2842,Airport 2842,Kolkata,22.547052,88.29432,Airport,5.99,10,28,High
2843,School 2843,Delhi,28.724165,77.289646,School,27.82,56,72,High
2844,Office 2844,Kolkata,22.538455,88.495722,Office,20.95,40,42,Medium
2845,Mall 2845,Bengaluru,12.849559,77.730739,Mall,28.76,72,72,Low
2846,Hospital 2846,Delhi,28.522868,77.039551,Hospital,26.49,42,52,High
2847,Metro Station 2847,Mumbai,18.897509,73.038249,Metro Station,11.57,26,26,Low
2848,Hospital 2848,Hyderabad,17.224034,78.327743,Hospital,25.26,54,54,Low
2849,Airport 2849,Chennai,13.115902,80.308281,Airport,7.86,16,37,High
2850,Airport 2850,Bengaluru,12.898813,77.751843,Airport,28.46,44,44,Low
2851,Airport 2851,Pune,18.55269,73.844689,Airport,4.64,10,10,Low
2852,Office 2852,Mumbai,19.035663,73.031533,Office,2.55,6,13,Medium
2853,Mall 2853,Pune,18.523038,73.712168,Mall,25.32,63,82,High
2854,Mall 2854,Mumbai,19.227655,72.924027,Mall,16.87,34,47,High
2855,Hospital 2855,Bengaluru,12.834577,77.584717,Hospital,12.58,23,26,Medium
2856,Office 2856,Chennai,12.903947,80.140237,Office,23.98,56,75,High
2857,Office 2857,Hyderabad,17.358631,230.0,Office,25.31,50,50,Low
2858,Airport 2858,Kolkata,22.465609,88.39836,Airport,16.98,40,62,High
2859,Office 2859,Pune,18.383821,73.747968,Office,34.59,61,81,High
2860,Warehouse 2860,Delhi,28.472075,77.354058,Warehouse,2.37,6,6,Low
2861,Warehouse 2861,Chennai,13.034581,80.217383,Warehouse,19.6,43,50,Medium
2862,Office 2862,Pune,18.445938,73.964125,Office,1.5,5,5,Low
2863,Hospital 2863,Chennai,13.043353,80.104399,Hospital,33.78,56,64,Medium
2864,Office 2864,Hyderabad,17.298449,78.546597,Office,26.96,55,70,High
2865,Metro Station 2865,Bengaluru,13.040034,77.503127,Metro Station,24.2,45,50,Medium
2866,Mall 2866,Pune,18.456267,73.941588,Mall,26.45,63,72,High
2867,Metro Station 2867,Pune,18.674388,73.755031,Metro Station,29.0,55,57,Medium
2868,Airport 2868,Delhi,28.535445,77.105277,Airport,18.77,33,43,High
2869,School 2869,Mumbai,18.999881,73.005601,School,22.08,52,52,Low
2870,Airport 2870,Kolkata,22.545631,88.475273,Airport,1.8,5,5,Low
2871,Warehouse 2871,Bengaluru,12.924188,77.440257,Warehouse,11.76,20,20,Low
2872,School 2872,Hyderabad,17.309689,78.563349,School,26.96,60,65,Medium
2873,Hospital 2873,Chennai,13.014249,80.123357,Hospital,30.5,64,75,High
2874,Mall 2874,Bengaluru,12.971121,77.508048,Mall,28.89,69,69,Low
2875,Metro Station 2875,Chennai,13.247996,80.205921,Metro Station,28.89,60,81,High
2876,Office 2876,Chennai,12.951954,80.368054,Office,11.91,27,35,Medium
2877,Metro Station 2877,Hyderabad,17.480428,78.48589,Metro Station,28.44,46,52,Medium
2878,Mall 2878,Bengaluru,13.066074,77.706955,Mall,9.83,18,25,Medium
2879,Hospital 2879,Hyderabad,17.310379,78.579716,Hospital,25.97,39,39,Low
2880,Mall 2880,Pune,18.469317,73.835655,Mall,15.38,30,33,Medium
2881,Metro Station 2881,Bengaluru,12.929939,77.509487,Metro Station,3.08,6,6,Low
2882,Metro Station 2882,Mumbai,19.156158,72.775645,Metro Station,34.83,78,96,High
2883,Mall 2883,Hyderabad,17.52492,78.413442,Mall,34.28,70,78,Medium
2884,Warehouse 2884,Bengaluru,12.856784,77.432532,Warehouse,18.11,33,38,Medium
2885,Hospital 2885,Kolkata,22.537618,88.237,Hospital,9.83,22,29,Medium
2886,Hospital 2886,Hyderabad,17.354983,78.396942,Hospital,18.55,33,48,High
2887,Metro Station 2887,Bengaluru,13.132014,77.72408,Metro Station,31.34,68,83,High
2888,Hospital 2888,Mumbai,19.046325,72.747511,Hospital,8.08,17,22,Medium
2889,Hospital 2889,Kolkata,22.563666,88.202663,Hospital,31.37,61,61,Low
2890,School 2890,Mumbai,19.108876,72.781852,School,28.11,57,57,Low
2891,School 2891,Bengaluru,12.916467,77.423744,School,27.53,63,67,Medium
2892,Warehouse 2892,Kolkata,22.659793,88.528418,Warehouse,27.25,54,68,High
2893,Office 2893,Delhi,28.502967,77.265246,Office,15.59,27,29,Medium
2894,Metro Station 2894,Delhi,28.600714,77.284845,Metro Station,2.96,6,12,Medium
2895,Mall 2895,Delhi,28.443844,77.328222,Mall,15.84,25,25,Low
2896,Mall 2896,Kolkata,22.662449,88.230786,Mall,29.73,59,59,Low
2897,Hospital 2897,Mumbai,19.069572,72.73601,Hospital,3.03,5,5,Low
2898,Warehouse 2898,Bengaluru,13.010029,77.763336,Warehouse,29.22,63,68,Medium
2899,Metro Station 2899,Bengaluru,12.98715,77.455647,Metro Station,2.95,5,5,Low
2900,Warehouse 2900,Delhi,28.49716,77.066284,Warehouse,14.74,30,43,High
2901,Office 2901,Hyderabad,17.215652,78.371566,Office,8.05,19,19,Low
2902,Office 2902,Hyderabad,17.449299,78.40341,Office,1.47,5,15,High
2903,Airport 2903,Pune,18.507639,73.996041,Airport,15.36,23,23,Low
2904,Hospital 2904,Bengaluru,13.111342,77.66129,Hospital,14.6,25,25,Low
2905,Mall 2905,Bengaluru,12.857674,77.744655,Mall,7.74,13,28,High
2906,Office 2906,Hyderabad,17.407753,78.588407,Office,30.0,71,71,Low
2907,Hospital 2907,Hyderabad,17.471916,78.578944,Hospital,1.18,5,13,High
2908,Mall 2908,Delhi,28.728245,77.227015,Mall,6.31,12,12,Low
2909,School 2909,Bengaluru,13.043857,77.77147,School,8.45,18,33,High
2910,Hospital 2910,Hyderabad,17.501009,78.386695,Hospital,30.28,50,59,High
2911,Airport 2911,Mumbai,18.941158,72.852661,Airport,34.15,70,75,Medium
2912,Metro Station 2912,Hyderabad,17.264834,78.538728,Metro Station,22.96,53,58,Medium
2913,Hospital 2913,Delhi,28.568409,77.191952,Hospital,17.63,37,54,High
2914,Office 2914,Bengaluru,12.969858,77.54542,Office,15.78,37,56,High
2915,Warehouse 2915,Hyderabad,17.537052,78.510116,Warehouse,6.77,14,14,Low
2916,Warehouse 2916,Pune,18.665883,73.956287,Warehouse,21.23,35,35,Low
2917,Warehouse 2917,Delhi,28.762893,77.239521,Warehouse,22.07,39,39,Low
2918,Hospital 2918,Chennai,13.247366,80.178784,Hospital,33.54,59,62,Medium
2919,Airport 2919,Bengaluru,12.915459,77.765033,Airport,28.53,69,69,Low
2920,Office 2920,Bengaluru,13.050049,77.737686,Office,8.69,16,36,High
2921,Warehouse 2921,Chennai,13.005241,80.372712,Warehouse,20.75,48,56,Medium
2922,Hospital 2922,Kolkata,22.534481,88.242656,Hospital,7.55,13,13,Low
2923,Hospital 2923,Hyderabad,17.471551,78.666636,Hospital,28.6,44,44,Low
2924,Airport 2924,Chennai,12.935268,80.407393,Airport,29.28,67,67,Low
2925,Metro Station 2925,Bengaluru,13.008012,77.462803,Metro Station,26.55,50,58,Medium
2926,Airport 2926,Bengaluru,12.964804,77.525836,Airport,9.25,18,18,Low
2927,Mall 2927,Delhi,28.712855,77.125553,Mall,3.23,5,5,Low
2928,Office 2928,Bengaluru,13.002544,77.479692,Office,31.66,58,58,Low
2929,Airport 2929,Hyderabad,17.349282,78.646595,Airport,8.79,17,36,High
2930,Mall 2930,Pune,18.670811,73.767375,Mall,11.83,26,32,Medium
2931,Hospital 2931,Bengaluru,13.082715,77.496885,Hospital,1.86,5,20,High
2932,Office 2932,Bengaluru,12.888289,77.729442,Office,6.38,14,36,High
2933,Airport 2933,Delhi,28.516798,77.148471,Airport,6.65,11,11,Low
2934,Mall 2934,Bengaluru,13.001079,77.452424,Mall,10.21,23,23,Low
2935,School 2935,Chennai,13.132276,80.184634,School,18.59,36,36,Low
2936,Hospital 2936,Kolkata,22.742069,88.364519,Hospital,24.54,43,46,Medium
2937,School 2937,Chennai,13.096992,80.130106,School,22.36,49,56,Medium
2938,School 2938,Chennai,13.058012,80.318957,School,11.29,23,23,Low
2939,Office 2939,Pune,18.552408,74.031724,Office,33.7,80,80,Low
2940,Mall 2940,Hyderabad,17.327506,78.564608,Mall,13.17,28,28,Low
2941,Mall 2941,Mumbai,19.077244,72.98008,Mall,10.35,25,29,Medium
2942,Office 2942,Mumbai,19.01143,72.855108,Office,7.53,17,37,High
2943,Metro Station 2943,Pune,18.436205,73.850312,Metro Station,14.75,25,25,Low
2944,Office 2944,Mumbai,19.125553,72.812498,Office,13.32,32,32,Low
2945,Airport 2945,Delhi,28.746947,77.032104,Airport,14.32,29,39,High
2946,Office 2946,Bengaluru,12.852081,77.732452,Office,12.99,30,30,Low
2947,Metro Station 2947,Delhi,28.750992,77.261603,Metro Station,19.78,33,33,Low
2948,Warehouse 2948,Bengaluru,12.89509,77.621023,Warehouse,27.96,49,49,Low
2949,Airport 2949,Kolkata,22.691931,88.343518,Airport,21.59,47,47,Low
2950,Metro Station 2950,Chennai,13.204792,80.437334,Metro Station,1.01,5,9,Medium
2951,Metro Station 2951,Delhi,28.448062,77.287184,Metro Station,7.29,14,14,Low
2952,Airport 2952,Kolkata,22.526065,88.256185,Airport,26.07,41,41,Low
2953,Hospital 2953,Kolkata,22.73447,88.263889,Hospital,6.45,15,15,Low
2954,Airport 2954,Pune,18.506505,73.913967,Airport,2.59,6,16,High
2955,Metro Station 2955,Delhi,,77.048761,Metro Station,14.61,35,42,Medium
2956,Warehouse 2956,Hyderabad,17.543181,78.310416,Warehouse,14.29,25,25,Low
2957,Mall 2957,Kolkata,22.552689,88.33712,Mall,16.74,28,28,Low
2958,Warehouse 2958,Chennai,12.974062,80.238432,Warehouse,23.89,41,41,Low
2959,School 2959,Bengaluru,12.840998,77.486618,School,9.81,22,34,High
2960,Metro Station 2960,Bengaluru,13.061192,77.580116,Metro Station,10.38,24,26,Medium
2961,Metro Station 2961,Hyderabad,17.526946,78.577439,Metro Station,31.42,64,78,High
2962,Warehouse 2962,Hyderabad,17.429523,78.322901,Warehouse,8.09,14,24,High
2963,Metro Station 2963,Delhi,28.632072,77.036118,Metro Station,17.09,40,40,Low
2964,Warehouse 2964,Bengaluru,13.04264,77.429423,Warehouse,22.07,46,49,Medium
2965,Mall 2965,Chennai,12.930697,80.269336,Mall,8.45,15,27,High
2966,Mall 2966,Chennai,13.199309,80.296836,Mall,15.57,29,32,Medium
2967,Office 2967,Hyderabad,17.3381,78.387842,Office,6.63,16,16,Low
2968,Warehouse 2968,Pune,18.50874,73.74793,Warehouse,15.21,31,31,Low
2969,School 2969,Hyderabad,17.327005,78.48701,School,10.05,22,39,High
2970,School 2970,Delhi,28.574593,77.12927,School,17.38,42,45,Medium
2971,Warehouse 2971,Delhi,28.715065,77.200704,Warehouse,21.52,50,67,High
2972,Mall 2972,Bengaluru,13.020233,77.679934,Mall,15.53,28,46,High
2973,Hospital 2973,Delhi,28.51032,77.047443,Hospital,18.18,44,48,Medium
2974,Metro Station 2974,Mumbai,19.022505,72.84733,Metro Station,19.44,38,38,Low
2975,Warehouse 2975,Hyderabad,17.350488,78.639562,Warehouse,5.47,13,21,Medium
2976,Airport 2976,Pune,18.474596,73.863011,Airport,23.41,56,58,Medium
2977,Office 2977,Kolkata,22.64308,88.391571,Office,32.91,54,54,Low
2978,Airport 2978,Bengaluru,13.094453,77.616956,Airport,11.47,18,36,High
2979,Mall 2979,Bengaluru,12.913086,77.427742,Mall,13.35,30,30,Low
2980,Hospital 2980,Mumbai,18.972059,72.840389,Hospital,10.08,19,25,Medium
2981,Metro Station 2981,Mumbai,19.180925,73.023415,Metro Station,8.17,19,38,High
2982,Hospital 2982,Kolkata,22.720641,88.415154,Hospital,25.99,50,50,Low
2983,Airport 2983,Pune,18.522944,73.795175,Airport,1.55,5,23,High
2984,Warehouse 2984,Kolkata,22.562062,88.257789,Warehouse,23.99,55,57,Medium
